detected,cx_px,cy_px,cx_norm,cy_norm,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,frame,timestamp
False,,,,,,,,,0.0,191,6.373
False,,,,,,,,,0.0,192,6.4064
False,,,,,,,,,0.0,193,6.4398
False,,,,,,,,,0.0,194,6.4731
False,,,,,,,,,0.0,195,6.5065
False,,,,,,,,,0.0,196,6.5399
False,,,,,,,,,0.0,197,6.5732
False,,,,,,,,,0.0,198,6.6066
False,,,,,,,,,0.0,199,6.64
False,,,,,,,,,0.0,200,6.6733
False,,,,,,,,,0.0,201,6.7067
False,,,,,,,,,0.0,202,6.7401
False,,,,,,,,,0.0,203,6.7734
False,,,,,,,,,0.0,204,6.8068
False,,,,,,,,,0.0,205,6.8402
True,432.27,271.16,0.725287,0.807017,398.42,224.08,466.12,318.23,0.4335,206,6.8735
True,441.55,280.88,0.740853,0.835951,410.3,230.45,472.8,331.31,0.5774,207,6.9069
True,446.06,276.0,0.748415,0.821428,417.66,223.03,474.45,328.97,0.3921,208,6.9403
False,,,,,,,,,0.0,209,6.9736
True,460.31,222.5,0.772334,0.662199,433.11,161.9,487.51,283.1,0.4018,210,7.007
True,458.34,177.79,0.76902,0.529144,430.33,121.41,486.34,234.18,0.3152,211,7.0404
True,449.85,119.88,0.754774,0.356787,416.8,61.97,482.89,177.79,0.2651,212,7.0737
True,450.17,106.09,0.755314,0.315753,422.5,79.38,477.83,132.81,0.3425,213,7.1071
True,447.46,57.85,0.750779,0.172183,424.79,30.41,470.14,85.3,0.2835,214,7.1405
False,,,,,,,,,0.0,215,7.1738
False,,,,,,,,,0.0,216,7.2072
False,,,,,,,,,0.0,217,7.2406
False,,,,,,,,,0.0,218,7.2739
False,,,,,,,,,0.0,219,7.3073
False,,,,,,,,,0.0,220,7.3407
False,,,,,,,,,0.0,221,7.374
False,,,,,,,,,0.0,222,7.4074
True,464.54,141.9,0.779437,0.422324,428.47,77.08,500.62,206.73,0.3377,223,7.4408
True,454.43,194.45,0.762464,0.578728,416.23,139.59,492.63,249.31,0.4307,224,7.4741
True,446.87,251.66,0.749779,0.748997,401.97,202.25,491.77,301.08,0.2886,225,7.5075
True,462.53,281.81,0.776065,0.838723,430.35,239.86,494.72,323.76,0.4491,226,7.5409
True,475.43,283.85,0.797697,0.844795,449.74,242.51,501.12,325.19,0.3074,227,7.5742
True,470.37,239.35,0.789208,0.71235,433.98,189.38,506.75,289.31,0.5102,228,7.6076
True,474.05,195.23,0.795385,0.581043,430.18,133.28,517.91,257.18,0.66,229,7.641
True,485.01,121.49,0.813781,0.361572,454.27,70.95,515.76,172.02,0.3327,230,7.6743
False,,,,,,,,,0.0,231,7.7077
False,,,,,,,,,0.0,232,7.7411
False,,,,,,,,,0.0,233,7.7744
False,,,,,,,,,0.0,234,7.8078
False,,,,,,,,,0.0,235,7.8412
False,,,,,,,,,0.0,236,7.8745
False,,,,,,,,,0.0,237,7.9079
False,,,,,,,,,0.0,238,7.9413
False,,,,,,,,,0.0,239,7.9746
False,,,,,,,,,0.0,240,8.008
False,,,,,,,,,0.0,241,8.0414
False,,,,,,,,,0.0,242,8.0747
False,,,,,,,,,0.0,243,8.1081
False,,,,,,,,,0.0,244,8.1415
False,,,,,,,,,0.0,245,8.1748
True,487.51,69.29,0.817976,0.20622,464.66,36.23,510.37,102.35,0.3356,246,8.2082
True,381.16,186.77,0.639523,0.555865,317.9,121.39,444.42,252.15,0.3426,247,8.2416
False,,,,,,,,,0.0,248,8.2749
False,,,,,,,,,0.0,249,8.3083
True,392.2,204.47,0.658054,0.60854,341.13,148.65,443.27,260.29,0.2504,250,8.3417
False,,,,,,,,,0.0,251,8.375
True,388.89,229.9,0.652503,0.684214,347.56,183.59,430.22,276.2,0.3843,252,8.4084
False,,,,,,,,,0.0,253,8.4418
False,,,,,,,,,0.0,254,8.4751
False,,,,,,,,,0.0,255,8.5085
False,,,,,,,,,0.0,256,8.5419
False,,,,,,,,,0.0,257,8.5752
False,,,,,,,,,0.0,258,8.6086
False,,,,,,,,,0.0,259,8.642
False,,,,,,,,,0.0,260,8.6753
False,,,,,,,,,0.0,261,8.7087
False,,,,,,,,,0.0,262,8.7421
False,,,,,,,,,0.0,263,8.7754
True,471.93,189.25,0.79183,0.563239,443.15,147.26,500.72,231.24,0.5121,264,8.8088
True,466.69,240.6,0.783032,0.716066,449.88,208.83,483.49,272.36,0.4259,265,8.8422
True,451.11,282.12,0.756904,0.839633,422.64,239.67,479.59,324.56,0.462,266,8.8755
True,451.21,285.22,0.75707,0.848867,420.52,248.81,481.9,321.63,0.6421,267,8.9089
False,,,,,,,,,0.0,268,8.9423
False,,,,,,,,,0.0,269,8.9756
False,,,,,,,,,0.0,270,9.009
True,484.22,160.43,0.812455,0.477477,451.84,114.74,516.61,206.12,0.3974,271,9.0424
True,371.7,185.61,0.623666,0.55241,316.95,133.2,426.46,238.02,0.4618,272,9.0757
False,,,,,,,,,0.0,273,9.1091
False,,,,,,,,,0.0,274,9.1425
False,,,,,,,,,0.0,275,9.1758
False,,,,,,,,,0.0,276,9.2092
False,,,,,,,,,0.0,277,9.2426
False,,,,,,,,,0.0,278,9.2759
True,514.69,106.59,0.863582,0.317219,497.68,72.1,531.71,141.07,0.2769,279,9.3093
True,485.51,166.79,0.814617,0.496385,438.15,112.45,532.87,221.12,0.5956,280,9.3427
False,,,,,,,,,0.0,281,9.376
False,,,,,,,,,0.0,282,9.4094
False,,,,,,,,,0.0,283,9.4428
False,,,,,,,,,0.0,284,9.4761
False,,,,,,,,,0.0,285,9.5095
False,,,,,,,,,0.0,286,9.5429
False,,,,,,,,,0.0,287,9.5762
False,,,,,,,,,0.0,288,9.6096
False,,,,,,,,,0.0,289,9.643
False,,,,,,,,,0.0,290,9.6763
False,,,,,,,,,0.0,291,9.7097
True,454.78,274.41,0.76306,0.816706,426.79,222.11,482.78,326.72,0.3698,292,9.7431
True,453.85,233.73,0.761497,0.695635,427.94,184.93,479.77,282.53,0.3697,293,9.7764
True,425.69,190.6,0.714243,0.567254,374.14,130.33,477.24,250.86,0.5794,294,9.8098
