detected,cx_px,cy_px,cx_norm,cy_norm,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,frame,timestamp,tip_x,tip_y
True,1081.73,867.68,0.5634,0.803411,987.37,752.37,1176.08,983.0,0.451,109,3.6333,1081.0,752.0
True,1076.37,882.31,0.560607,0.816957,989.61,774.72,1163.12,989.91,0.4115,110,3.6667,1076.0,774.0
True,1076.26,882.06,0.56055,0.816722,989.77,774.44,1162.74,989.68,0.4,111,3.7,1076.0,774.0
True,1058.61,881.53,0.551359,0.816231,958.45,775.61,1158.77,987.45,0.5537,112,3.7333,1058.0,775.0
True,1068.56,876.83,0.556544,0.811876,978.22,781.69,1158.91,971.96,0.5267,113,3.7667,1068.0,781.0
True,1058.99,871.07,0.551557,0.806545,957.38,772.3,1160.59,969.84,0.4528,114,3.8,1058.0,772.0
False,,,,,,,,,0.0,115,3.8333,,
False,,,,,,,,,0.0,116,3.8667,,
False,,,,,,,,,0.0,117,3.9,,
False,,,,,,,,,0.0,118,3.9333,,
True,1065.48,874.51,0.554939,0.809731,980.61,793.34,1150.36,955.68,0.4906,119,3.9667,1065.0,793.0
True,1065.41,876.28,0.554901,0.811373,965.49,788.39,1165.33,964.17,0.4995,120,4.0,1065.0,788.0
True,1045.84,895.94,0.544709,0.829574,933.11,780.85,1158.57,1011.03,0.5529,121,4.0333,1045.0,780.0
True,1043.92,922.48,0.54371,0.854153,931.93,792.98,1155.91,1051.99,0.5921,122,4.0667,1043.0,792.0
True,1043.83,922.42,0.543663,0.854088,931.56,793.18,1156.1,1051.65,0.5983,123,4.1,1043.0,793.0
True,1046.07,907.17,0.544827,0.839969,934.03,795.49,1158.11,1018.85,0.3879,124,4.1333,1046.0,795.0
True,1043.97,912.92,0.543732,0.845296,931.13,802.04,1156.8,1023.8,0.4464,125,4.1667,1043.0,802.0
True,1045.66,911.67,0.544616,0.844135,933.32,806.06,1158.0,1017.27,0.5155,126,4.2,1045.0,806.0
True,1047.32,915.18,0.545482,0.847387,938.5,808.47,1156.15,1021.89,0.4044,127,4.2333,1047.0,808.0
True,1052.46,916.56,0.548158,0.848669,941.73,817.06,1163.19,1016.06,0.4907,128,4.2667,1052.0,817.0
True,1052.48,916.31,0.548168,0.848433,941.73,816.61,1163.23,1016.01,0.5018,129,4.3,1052.0,816.0
True,1056.08,920.52,0.55004,0.852333,943.76,817.05,1168.39,1023.99,0.6364,130,4.3333,1056.0,817.0
True,1062.21,934.22,0.553232,0.865023,937.98,815.52,1186.43,1052.93,0.6606,131,4.3667,1062.0,815.0
True,1072.36,944.13,0.558522,0.874198,938.09,816.38,1206.63,1071.88,0.5258,132,4.4,1072.0,816.0
True,1079.06,941.73,0.562009,0.871975,946.29,814.6,1211.83,1068.86,0.5524,133,4.4333,1079.0,814.0
True,1086.91,943.29,0.566098,0.873416,955.42,812.61,1218.39,1073.96,0.5102,134,4.4667,1086.0,812.0
True,1088.74,943.38,0.567052,0.873503,958.51,812.57,1218.97,1074.2,0.4973,135,4.5,1088.0,812.0
True,1093.82,942.16,0.569699,0.872366,965.48,811.79,1222.16,1072.52,0.537,136,4.5333,1093.0,811.0
True,1100.34,938.52,0.573095,0.869002,975.18,804.12,1225.5,1072.93,0.7014,137,4.5667,1100.0,804.0
True,1102.27,932.73,0.574097,0.863641,974.79,794.33,1229.74,1071.13,0.7154,138,4.6,1102.0,794.0
True,1109.48,932.88,0.577853,0.863774,982.6,792.01,1236.35,1073.75,0.6868,139,4.6333,1109.0,792.0
True,1110.35,932.81,0.578305,0.863711,985.9,792.39,1234.79,1073.22,0.6362,140,4.6667,1110.0,792.0
True,1110.29,932.8,0.578274,0.863703,985.91,792.4,1234.66,1073.2,0.6373,141,4.7,1110.0,792.0
True,1110.21,927.75,0.578232,0.859031,984.34,782.12,1236.07,1073.39,0.679,142,4.7333,1110.0,782.0
True,1110.03,924.74,0.578139,0.856236,980.47,776.13,1239.58,1073.34,0.7264,143,4.7667,1110.0,776.0
True,1106.76,925.58,0.576438,0.857016,977.49,779.1,1236.03,1072.05,0.7168,144,4.8,1106.0,779.0
True,1097.28,930.53,0.571498,0.861605,970.42,787.2,1224.14,1073.87,0.6125,145,4.8333,1097.0,787.0
True,1087.61,926.95,0.566462,0.858283,949.56,781.93,1225.66,1071.97,0.5775,146,4.8667,1087.0,781.0
True,1087.34,926.89,0.566323,0.858236,949.32,782.0,1225.36,1071.79,0.5778,147,4.9,1087.0,782.0
True,1083.7,928.04,0.564429,0.859293,949.97,786.02,1217.44,1070.05,0.6085,148,4.9333,1083.0,786.0
True,1080.48,926.17,0.562748,0.857567,947.41,782.45,1213.54,1069.9,0.6116,149,4.9667,1080.0,782.0
False,,,,,,,,,0.0,150,5.0,,
True,1070.45,894.67,0.557526,0.828395,936.33,740.35,1204.57,1048.98,0.5555,151,5.0333,1070.0,740.0
