detected,cx_px,cy_px,cx_norm,cy_norm,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,frame,timestamp
True,1031.7,479.3,0.537345,0.443797,955.18,325.41,1108.23,633.19,0.5882,202,8.08
True,1033.28,481.96,0.538167,0.446256,956.5,323.08,1110.06,640.83,0.5974,203,8.12
True,1031.66,483.05,0.537322,0.447269,954.93,323.99,1108.39,642.11,0.6096,204,8.16
True,1031.73,481.38,0.53736,0.445723,954.99,324.69,1108.48,638.07,0.608,205,8.2
True,1032.37,483.1,0.537691,0.447314,955.21,324.75,1109.52,641.45,0.6233,206,8.24
True,1032.1,486.64,0.537551,0.450592,955.14,325.32,1109.06,647.96,0.6701,207,8.28
True,1031.51,495.54,0.537245,0.458837,954.43,325.78,1108.59,665.31,0.7296,208,8.32
True,1031.63,495.19,0.537306,0.458507,954.41,325.25,1108.84,665.13,0.7289,209,8.36
True,1031.62,494.58,0.537302,0.457944,954.59,325.87,1108.65,663.28,0.728,210,8.4
True,1031.63,495.36,0.537308,0.458664,954.3,325.7,1108.96,665.01,0.7318,211,8.44
True,1031.18,496.65,0.537071,0.459857,954.51,325.68,1107.84,667.62,0.7279,212,8.48
True,1030.98,496.91,0.536967,0.460106,954.47,326.2,1107.49,667.63,0.7296,213,8.52
True,1030.63,498.96,0.536786,0.462003,953.94,326.35,1107.32,671.58,0.7452,214,8.56
True,1030.43,498.4,0.536683,0.461482,953.96,326.54,1106.9,670.26,0.741,215,8.6
True,1030.28,499.87,0.536605,0.462846,953.97,326.22,1106.6,673.53,0.7331,216,8.64
True,1030.27,499.48,0.5366,0.462478,954.17,326.96,1106.37,671.99,0.7296,217,8.68
True,1030.01,499.16,0.536466,0.462185,954.17,326.99,1105.86,671.33,0.7151,218,8.72
True,1030.71,499.53,0.536828,0.462531,954.01,326.72,1107.41,672.34,0.7161,219,8.76
True,1030.89,499.66,0.536923,0.462645,953.78,327.22,1108.01,672.09,0.7141,220,8.8
True,1030.94,497.74,0.536946,0.460871,953.9,326.91,1107.97,668.58,0.7125,221,8.84
True,1031.12,498.26,0.537039,0.461348,953.95,327.37,1108.28,669.14,0.7155,222,8.88
True,1030.98,497.96,0.536969,0.461078,954.04,327.63,1107.93,668.3,0.7229,223,8.92
True,1030.4,497.72,0.536666,0.460852,954.11,328.66,1106.68,666.78,0.7219,224,8.96
True,1030.15,495.38,0.536538,0.458687,954.73,328.34,1105.58,662.42,0.7149,225,9.0
