detected,cx_px,cy_px,cx_norm,cy_norm,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,frame,timestamp,tip_x,tip_y
True,335.21,114.22,0.562429,0.339954,278.08,31.51,392.33,196.94,0.5969,140,4.6713,335.0,31.0
True,334.47,112.83,0.561193,0.33581,278.35,29.11,390.59,196.56,0.6,141,4.7047,334.0,29.0
True,336.82,115.76,0.565136,0.344533,278.63,34.64,395.02,196.88,0.5296,142,4.7381,336.0,34.0
True,329.13,153.62,0.552236,0.457208,288.71,111.84,369.56,195.4,0.2595,143,4.7714,329.0,111.0
True,334.76,164.91,0.561677,0.490808,306.89,136.18,362.62,193.64,0.3024,144,4.8048,334.0,136.0
True,332.5,157.03,0.557881,0.467363,295.54,116.18,369.45,197.89,0.3593,145,4.8382,332.0,116.0
True,332.73,172.41,0.558277,0.51312,312.77,150.82,352.69,193.99,0.441,146,4.8715,332.0,150.0
True,334.66,112.74,0.561517,0.335526,279.28,28.83,390.05,196.64,0.5597,147,4.9049,334.0,28.0
True,339.04,109.57,0.568858,0.326102,278.09,19.91,399.99,199.24,0.6064,148,4.9383,339.0,19.0
True,332.72,172.58,0.558252,0.513642,312.77,151.16,352.67,194.01,0.437,149,4.9716,332.0,151.0
True,336.21,162.66,0.564103,0.484122,305.26,129.81,367.15,195.52,0.2554,150,5.005,336.0,129.0
True,336.1,163.48,0.563924,0.48656,305.19,131.5,367.01,195.47,0.262,151,5.0384,336.0,131.0
True,329.74,154.09,0.553248,0.458604,289.53,112.33,369.94,195.85,0.291,152,5.0717,329.0,112.0
True,332.32,172.14,0.55758,0.512317,311.81,150.78,352.83,193.49,0.4533,153,5.1051,332.0,150.0
True,334.61,113.34,0.561422,0.337335,276.91,28.5,392.3,198.19,0.6524,154,5.1385,334.0,28.0
True,334.85,113.4,0.561821,0.337513,276.92,28.52,392.77,198.29,0.6004,155,5.1718,334.0,28.0
True,332.63,172.38,0.55811,0.513035,312.06,150.96,353.21,193.8,0.4382,156,5.2052,332.0,150.0
True,334.59,163.86,0.561393,0.487685,303.44,132.46,365.74,195.26,0.3732,157,5.2386,334.0,132.0
